Statistical profiling result from isolate-0xb2d6000-123903-v8.log, (183041 ticks, 9382 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6    0.0%    0.0%  JS: +pe.parseMaybeAssign /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:50275
      6    0.0%    0.0%  JS: +pe.parseExprAtom /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:57490
      6    0.0%    0.0%  JS: +optimize /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261313
      6    0.0%    0.0%  JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      6    0.0%    0.0%  JS: +_createLoaderContext /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:403811
      6    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:998346
      6    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424611
      6    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:423249
      6    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:420691
      6    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:164823
      6    0.0%    0.0%  JS: *propagate /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574152
      6    0.0%    0.0%  JS: *objectToString /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:573175
      6    0.0%    0.0%  JS: *m.braceL.updateContext /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:47787
      6    0.0%    0.0%  JS: *log /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192643
      6    0.0%    0.0%  JS: *captureNonManaged /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:284510
      6    0.0%    0.0%  JS: *callHooksForNameWithFallback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1031609
      6    0.0%    0.0%  JS: *ae.parseBindingList /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:43559
      6    0.0%    0.0%  JS: *_factorizeModule /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:88859
      6    0.0%    0.0%  JS: *We.readWord1 /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:117764
      6    0.0%    0.0%  JS: *We.readToken_eq_excl /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:108022
      6    0.0%    0.0%  JS: *We.readTmplToken /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:115109
      6    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:156190
      6    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1378062
      6    0.0%    0.0%  JS: *$.parseVarStatement /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:25233
      6    0.0%    0.0%  Builtin: Store_FastObjectElements_0
      6    0.0%    0.0%  Builtin: PerformPromiseThen
      6    0.0%    0.0%  Builtin: CloneFastJSArray
      6    0.0%    0.0%  Builtin: CallFunctionForwardVarargs
      6    0.0%    0.0%  Builtin: BooleanConstructor
      5    0.0%    0.0%  RegExp: next[\\/]dist[\\/](esm[\\/])?server[\\/]app-render[\\/](work-async-storage|action-async-storage|dynamic-access-async-storage|work-unit-async-storage)
      5    0.0%    0.0%  RegExp: ^(?:enum|await|implements|interface|let|package|private|protected|public|static|yield|eval|arguments)$ {1}
      5    0.0%    0.0%  RegExp: \.(tsx|ts|js|cjs|mjs|jsx)$
      5    0.0%    0.0%  RegExp: \.(jpg|jpeg|png|webp|avif|ico|svg)$
      5    0.0%    0.0%  JS: +walkVariableDeclaration /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1018083
      5    0.0%    0.0%  JS: +processPromiseRejections node:internal/process/promises:439:34
      5    0.0%    0.0%  JS: +pe.parsePropertyName /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:68674
      5    0.0%    0.0%  JS: +pe.parseProperty /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:66220
      5    0.0%    0.0%  JS: +pe.parseArrowExpression /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:69757
      5    0.0%    0.0%  JS: +getMemberExpressionInfo /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1041715
      5    0.0%    0.0%  JS: +execRule /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1193536
      5    0.0%    0.0%  JS: +doRealResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:573871
      5    0.0%    0.0%  JS: +debug /workspaces/minhAi/node_modules/next/dist/compiled/debug/index.js:1:3216
      5    0.0%    0.0%  JS: +checkDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410893
      5    0.0%    0.0%  JS: +_preWalkVariableDeclaration /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1016875
      5    0.0%    0.0%  JS: +_ensureProcessing /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1377483
      5    0.0%    0.0%  JS: +_doBuild /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406906
      5    0.0%    0.0%  JS: +We.readToken_question /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:108322
      5    0.0%    0.0%  JS: +We.readRegexp /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:110667
      5    0.0%    0.0%  JS: +NormalModule /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:401139
      5    0.0%    0.0%  JS: +<anonymous> :8:40
      5    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:987596
      5    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:86872
      5    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      5    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:186215
      5    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175203
      5    0.0%    0.0%  JS: *walkArrowFunctionExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1022861
      5    0.0%    0.0%  JS: *v.exports.inferDependencyUsage /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1128453
      5    0.0%    0.0%  JS: *set loc /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:199050
      5    0.0%    0.0%  JS: *result /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1406207
      5    0.0%    0.0%  JS: *processDependency /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:83876
      5    0.0%    0.0%  JS: *preWalkVariableDeclaration /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1016571
      5    0.0%    0.0%  JS: *pe.parseParenAndDistinguishExpression /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:62014
      5    0.0%    0.0%  JS: *pe.parseIdentNode /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:72760
      5    0.0%    0.0%  JS: *pe.parseExprOps /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:51704
      5    0.0%    0.0%  JS: *normalize node:path:1293:12
      5    0.0%    0.0%  JS: *doRealResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:573871
      5    0.0%    0.0%  JS: *callback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:277769
      5    0.0%    0.0%  JS: *_readFileTimestamp /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:296040
      5    0.0%    0.0%  JS: *_ensureProcessing /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1377483
      5    0.0%    0.0%  JS: *BasicEvaluatedExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:945235
      5    0.0%    0.0%  JS: *<anonymous> :37:40
      5    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:997548
      5    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      5    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1162658
      5    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:207058
      5    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
      5    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:184192
      5    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:183615
      5    0.0%    0.0%  Builtin: StringPrototypeSplit
      5    0.0%    0.0%  Builtin: StoreIC_NoFeedback
      5    0.0%    0.0%  Builtin: EphemeronKeyBarrierSaveFP
      5    0.0%    0.0%  Builtin: CreateEmptyLiteralObject
      5    0.0%    0.0%  Builtin: CallBoundFunction
      4    0.0%    0.0%  RegExp: next[\\/]dist[\\/]compiled[\\/]server-only[\\/]index
      4    0.0%    0.0%  RegExp: next[\\/]dist[\\/](esm[\\/])?shared[\\/]lib
      4    0.0%    0.0%  RegExp: ^([^!]+)!=!
      4    0.0%    0.0%  RegExp: ^(?:enum|await|implements|interface|let|package|private|protected|public|static|yield)$ {1}
      4    0.0%    0.0%  RegExp: [/\\]node_modules[/\\](@alinea[/\\]generated|@appsignal[/\\]nodejs|@aws-sdk[/\\]client-s3|@aws-sdk[/\\]s3-presigned-post|@blockfrost[/\\]blockfrost-js|@highlight-run[/\\]node|@huggingface[/\\]transformers|@jpg-store[/\\]lucid-cardano|@libsql[/\\]client|@mikro-orm[/\\]core|@mikro-orm[/\\]knex|@node-rs[/\\]argon2|@node-rs[/\\]bcrypt|@prisma[/\\]client|@react-pdf[/\\]renderer|@sentry[/\\]profiling-node|@sparticuz[/\\]chromium|@sparticuz[/\\]chromium-min|@statsig[/\\]statsig-node-core|@swc[/\\]core|@xenova[/\\]transformers|@zenstackhq[/\\]runtime|argon2|autoprefixer|aws-crt|bcrypt|better-sqlite3|canvas|chromadb-default-embed|config|cpu-features|cypress|dd-trace|eslint|express|firebase-admin|htmlrewriter|import-in-the-middle|isolated-vm|jest|jsdom|keyv|libsql|mdx-bundler|mongodb|mongoose|newrelic|next-mdx-remote|next-seo|node-cron|node-pty|node-web-audio-api|onnxruntime-node|oslo|pg|pino|pino-pretty|pino-roll|playwright|playwright-core|postcss|prettier|prisma|puppeteer|puppeteer-core|ravendb|require-in-the-middle|rimraf|sharp|shiki|sqlite3|thread-stream|ts-morph|ts-node|typescript|vscode-oniguruma|webpack|websocket|zeromq|@jspawn[/\\]ghostscript-wasm|sharp)[/\\] {1}
      4    0.0%    0.0%  RegExp: (.*?[\\/]+) {1}
      4    0.0%    0.0%  JS: ^pe.parseExprAtom /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:57490
      4    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988716
      4    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      4    0.0%    0.0%  JS: +writeOrBuffer node:internal/streams/writable:546:23
      4    0.0%    0.0%  JS: +wrapperMethod /workspaces/minhAi/node_modules/next/dist/server/node-environment-extensions/console-dim.external.js:153:39
      4    0.0%    0.0%  JS: +wrapModuleLoad node:internal/modules/cjs/loader:238:24
      4    0.0%    0.0%  JS: +walkFunctionExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1022410
      4    0.0%    0.0%  JS: +transformSource /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-flight-client-module-loader.js:13:58
      4    0.0%    0.0%  JS: +readFile node:fs:361:18
      4    0.0%    0.0%  JS: +processImmediate node:internal/timers:456:28
      4    0.0%    0.0%  JS: +preWalkBlockStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1008783
      4    0.0%    0.0%  JS: +pe.parseFunctionBody /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:70197
      4    0.0%    0.0%  JS: +pe.checkUnreserved /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:71585
      4    0.0%    0.0%  JS: +pe.buildBinary /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:52585
      4    0.0%    0.0%  JS: +metadataResolver /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:655:30
      4    0.0%    0.0%  JS: +getModuleReferencesInOrder /workspaces/minhAi/node_modules/next/dist/build/webpack/utils.js:88:36
      4    0.0%    0.0%  JS: +getImportAttributes /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:981382
      4    0.0%    0.0%  JS: +extractMemberExpressionChain /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1041119
      4    0.0%    0.0%  JS: +create /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:425302
      4    0.0%    0.0%  JS: +checkManaged /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283887
      4    0.0%    0.0%  JS: +ae.checkLValSimple /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:44459
      4    0.0%    0.0%  JS: +_parseResource /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1440249
      4    0.0%    0.0%  JS: +_next0 :21:16
      4    0.0%    0.0%  JS: +We.getTokenFromCode /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:109005
      4    0.0%    0.0%  JS: +<anonymous> :24:25
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:986284
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:88805
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:426231
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:408397
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:332241
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187502
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:183615
      4    0.0%    0.0%  JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/profiling-plugin.js:130:59
      4    0.0%    0.0%  JS: +$.parseTopLevel /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:17065
      4    0.0%    0.0%  JS: +$.parseExportSpecifier /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:37680
      4    0.0%    0.0%  JS: *walkReturnStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1010054
      4    0.0%    0.0%  JS: *walkIdentifier /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1030353
      4    0.0%    0.0%  JS: *walkFunctionDeclaration /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1012738
      4    0.0%    0.0%  JS: *pe.parseExprSubscripts /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:54657
      4    0.0%    0.0%  JS: *pe.checkUnreserved /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:71585
      4    0.0%    0.0%  JS: *pe.checkParams /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:71046
      4    0.0%    0.0%  JS: *join /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193857
      4    0.0%    0.0%  JS: *getModuleResource /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:763:27
      4    0.0%    0.0%  JS: *forEachBail /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:208864
      4    0.0%    0.0%  JS: *fileExistsInDirectory /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:620:35
      4    0.0%    0.0%  JS: *checkDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410893
      4    0.0%    0.0%  JS: *cachedCleverMerge /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1396675
      4    0.0%    0.0%  JS: *R.tap.R.hooks.resolve.tapAsync.Ve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575668
      4    0.0%    0.0%  JS: *<anonymous> :7:28
      4    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:429344
      4    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:287452
      4    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192501
      4    0.0%    0.0%  JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/utils.js:101:22
      4    0.0%    0.0%  JS: *$.parseReturnStatement /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:23160
      4    0.0%    0.0%  JS: *$.parseIfStatement /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:22937
      4    0.0%    0.0%  JS: *$.parseFunction /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:28474
      4    0.0%    0.0%  JS: *$.isLet /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:17555
      4    0.0%    0.0%  Builtin: PromiseConstructor
      4    0.0%    0.0%  Builtin: Load_FastObjectElements_0
      4    0.0%    0.0%  Builtin: KeyedHasIC_PolymorphicName
      4    0.0%    0.0%  Builtin: JSRunMicrotasksEntry
      4    0.0%    0.0%  Builtin: Increment_Baseline
      4    0.0%    0.0%  Builtin: GreaterThanOrEqual_Baseline
      4    0.0%    0.0%  Builtin: ArrayPrototypeSort
      4    0.0%    0.0%  Builtin: ArrayMapLoopContinuation
      3    0.0%    0.0%  RegExp: ^([^]*)export (const|var) __next_private_export_map__ = ('[^']+'|"[^"]+")
      3    0.0%    0.0%  RegExp: ^(?:enum|await|implements|interface|let|package|private|protected|public|static|yield|eval|arguments)$
      3    0.0%    0.0%  RegExp: \0(.)
      3    0.0%    0.0%  RegExp: \.cjs$
      3    0.0%    0.0%  RegExp: \.\/(.+)\.shared-runtime$
      3    0.0%    0.0%  RegExp: [\\/]next[\\/]dist[\\/](esm[\\/])?build[\\/]webpack[\\/]loaders[\\/]next-flight-loader[\\/]action-client-wrapper\.js
      3    0.0%    0.0%  RegExp: (?<!(_jsx|jsx-))runtime|preferredRegion|getStaticProps|getServerSideProps|generateStaticParams|export const|generateImageMetadata|generateSitemaps|middleware|proxy
      3    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:164892
      3    0.0%    0.0%  JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/profiling-plugin.js:188:61
      3    0.0%    0.0%  JS: +walkStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1007410
      3    0.0%    0.0%  JS: +walkExpressions /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020161
